Team1,Team2,Stadium,HostCountry,Team1_Venue,Team2_Venue,Team1_Innings,Team2_Innings,MonthOfMatch,MatchWinner
13,10,36,13,Home,Away,Second,First,Jun,13
15,14,22,16,Home,Away,First,Second,Dec,14
5,13,94,4,Home,Away,First,Second,Dec,13
1,14,111,0,Home,Away,First,Second,Jan,14
2,14,43,1,Home,Away,First,Second,Oct,14
1,4,95,0,Home,Away,Second,First,Feb,1
5,9,95,0,Neutral,Neutral,First,Second,Jan,9
4,9,33,3,Home,Away,First,Second,Jun,4
2,1,43,1,Home,Away,Second,First,Apr,1
1,9,95,0,Home,Away,Second,First,Jan,1
10,5,59,10,Home,Away,First,Second,Dec,10
9,10,130,14,Neutral,Neutral,First,Second,Apr,10
0,11,125,8,Neutral,Neutral,First,Second,Jul,11
5,10,83,4,Home,Away,Second,First,Jan,10
1,10,88,3,Neutral,Neutral,First,Second,Jun,1
2,14,43,1,Home,Away,Second,First,Dec,14
9,1,63,9,Home,Away,Second,First,Mar,9
9,1,103,9,Home,Away,Second,First,Feb,9
14,4,106,15,Home,Away,First,Second,Mar,4
5,13,115,15,Neutral,Neutral,Second,First,Mar,13
5,10,16,3,Neutral,Neutral,Second,First,Jun,5
0,5,43,1,Neutral,Neutral,First,Second,Mar,5
12,4,26,12,Home,Away,First,Second,Feb,12
13,5,38,13,Home,Away,Second,First,Aug,13
14,4,58,15,Home,Away,Second,First,May,14
0,8,130,14,Neutral,Neutral,Second,First,Mar,0
5,12,43,1,Neutral,Neutral,First,Second,Apr,12
5,15,3,4,Home,Away,First,Second,Dec,5
5,13,2,0,Neutral,Neutral,Second,First,Feb,5
9,12,8,9,Home,Away,First,Second,Mar,12
5,12,2,0,Neutral,Neutral,First,Second,Mar,12
4,1,142,3,Home,Away,First,Second,Jun,1
10,12,45,14,Neutral,Neutral,First,Second,Nov,10
14,6,80,15,Home,Away,Second,First,Feb,14
4,10,142,3,Home,Away,Second,First,Sep,10
10,4,76,10,Home,Away,First,Second,Mar,4
4,9,33,3,Home,Away,First,Second,Jun,9
5,15,130,14,Neutral,Neutral,Second,First,Nov,15
9,10,103,9,Home,Away,Second,First,Jan,9
5,15,66,4,Home,Away,Second,First,Mar,5
10,14,2,0,Neutral,Neutral,First,Second,Dec,14
1,13,111,0,Home,Away,First,Second,Feb,1
15,2,22,16,Home,Away,First,Second,Aug,2
10,2,76,10,Home,Away,First,Second,Sep,10
8,7,125,8,Home,Away,Second,First,Aug,8
10,12,45,14,Neutral,Neutral,Second,First,Nov,10
12,1,17,12,Home,Away,Second,First,Apr,1
5,13,73,12,Neutral,Neutral,First,Second,Mar,5
5,15,37,4,Home,Away,Second,First,Dec,5
14,12,81,15,Home,Away,Second,First,May,14
4,13,91,3,Home,Away,First,Second,Aug,13
4,15,138,0,Neutral,Neutral,Second,First,Dec,15
4,12,138,0,Neutral,Neutral,First,Second,Mar,4
5,13,130,14,Neutral,Neutral,Second,First,Apr,5
3,7,144,2,Home,Away,Second,First,Aug,7
1,10,29,12,Neutral,Neutral,Second,First,Sep,1
10,14,130,14,Neutral,Neutral,Second,First,Feb,10
5,9,61,4,Home,Away,First,Second,Nov,5
0,6,57,4,Neutral,Neutral,First,Second,Mar,0
2,15,43,1,Home,Away,Second,First,Oct,2
13,15,130,14,Neutral,Neutral,First,Second,Oct,13
5,10,144,2,Neutral,Neutral,Second,First,Sep,10
10,14,130,14,Neutral,Neutral,First,Second,Oct,10
12,5,114,12,Home,Away,Second,First,Dec,12
9,4,149,9,Home,Away,Second,First,Feb,9
5,14,130,14,Neutral,Neutral,Second,First,Dec,14
13,5,36,13,Home,Away,Second,First,Sep,13
14,5,115,15,Home,Away,Second,First,May,14
9,14,149,9,Home,Away,Second,First,Jan,9
1,10,111,0,Home,Away,First,Second,Jan,10
9,1,149,9,Home,Away,Second,First,Feb,1
10,15,86,10,Home,Away,Second,First,May,10
14,10,58,15,Home,Away,First,Second,Jul,10
14,12,117,15,Home,Away,Second,First,Jun,14
9,12,8,9,Home,Away,First,Second,Mar,12
14,4,106,15,Home,Away,Second,First,Mar,4
5,15,89,3,Neutral,Neutral,Second,First,May,15
5,4,101,4,Home,Away,Second,First,Jan,5
7,11,96,6,Home,Away,First,Second,Jan,7
14,1,115,15,Home,Away,First,Second,Mar,1
7,15,102,6,Home,Away,First,Second,Feb,15
1,13,142,3,Neutral,Neutral,Second,First,Jun,13
5,10,144,2,Neutral,Neutral,First,Second,Sep,5
1,10,95,0,Home,Away,Second,First,Jan,1
4,1,93,3,Home,Away,Second,First,Jun,4
15,9,64,16,Home,Away,First,Second,Nov,9
5,14,32,4,Home,Away,First,Second,Dec,5
10,13,45,14,Neutral,Neutral,First,Second,Nov,10
12,1,114,12,Home,Away,First,Second,Oct,12
9,13,17,12,Neutral,Neutral,Second,First,Feb,13
9,15,150,9,Home,Away,First,Second,Feb,9
1,13,130,14,Neutral,Neutral,Second,First,Apr,1
11,9,0,11,Home,Away,First,Second,Jul,9
15,6,64,16,Home,Away,Second,First,Sep,6
13,15,130,14,Neutral,Neutral,First,Second,Apr,15
5,12,130,14,Neutral,Neutral,First,Second,Apr,12
12,13,78,12,Home,Away,First,Second,Jan,13
5,12,130,14,Neutral,Neutral,First,Second,Mar,12
5,9,87,0,Neutral,Neutral,First,Second,Feb,5
1,9,95,0,Home,Away,Second,First,Jan,9
10,15,66,4,Neutral,Neutral,Second,First,Jan,10
5,1,101,4,Home,Away,Second,First,Oct,5
5,9,138,0,Neutral,Neutral,Second,First,Mar,5
4,14,108,3,Home,Away,Second,First,Jul,14
5,10,43,1,Neutral,Neutral,First,Second,Jun,5
13,1,62,13,Home,Away,First,Second,Aug,13
1,5,47,9,Neutral,Neutral,First,Second,Feb,5
14,13,115,15,Home,Away,Second,First,Apr,14
5,10,71,4,Home,Away,First,Second,Mar,10
1,14,2,0,Home,Away,First,Second,Jan,14
14,2,135,15,Home,Away,Second,First,May,14
0,13,43,1,Neutral,Neutral,Second,First,Mar,13
2,10,43,1,Home,Away,First,Second,Mar,10
10,14,26,12,Neutral,Neutral,First,Second,Feb,14
6,9,0,11,Neutral,Neutral,Second,First,Jul,9
9,1,103,9,Home,Away,Second,First,Mar,9
7,15,43,1,Neutral,Neutral,Second,First,Mar,15
5,10,2,0,Neutral,Neutral,First,Second,Feb,5
15,10,22,16,Home,Away,Second,First,Nov,10
5,13,43,1,Neutral,Neutral,First,Second,Jan,13
10,13,130,14,Neutral,Neutral,First,Second,Apr,13
3,11,102,6,Neutral,Neutral,Second,First,Jan,11
1,12,138,0,Home,Away,First,Second,Jan,12
9,10,47,9,Home,Away,First,Second,Mar,10
12,5,48,12,Home,Away,First,Second,Dec,12
10,9,132,10,Home,Away,First,Second,Dec,10
2,10,43,1,Home,Away,Second,First,Apr,2
14,0,58,15,Home,Away,Second,First,Jun,14
10,5,76,10,Home,Away,First,Second,Feb,5
10,14,35,9,Neutral,Neutral,Second,First,Feb,14
1,4,95,0,Home,Away,First,Second,Feb,1
7,15,110,4,Neutral,Neutral,First,Second,Feb,15
13,2,36,13,Home,Away,First,Second,Jul,13
10,13,130,14,Neutral,Neutral,Second,First,Apr,13
13,14,36,13,Home,Away,Second,First,Nov,13
13,9,38,13,Home,Away,Second,First,Aug,13
1,14,138,0,Home,Away,First,Second,Feb,1
1,14,95,0,Home,Away,First,Second,Feb,1
1,10,95,0,Home,Away,Second,First,Jun,1
4,5,93,3,Home,Away,Second,First,Aug,4
4,1,91,3,Home,Away,Second,First,May,4
9,10,8,9,Home,Away,Second,First,Dec,9
1,13,95,0,Home,Away,First,Second,Jan,13
6,11,102,6,Neutral,Neutral,First,Second,Jan,11
1,9,138,0,Home,Away,First,Second,Dec,1
5,9,101,4,Home,Away,Second,First,Oct,5
15,2,64,16,Home,Away,Second,First,Aug,15
3,15,115,15,Neutral,Neutral,Second,First,May,15
4,13,133,3,Home,Away,First,Second,Sep,4
9,12,65,0,Neutral,Neutral,Second,First,Jan,12
15,13,64,16,Home,Away,Second,First,Nov,13
1,4,2,0,Home,Away,First,Second,Jan,1
5,4,69,4,Home,Away,First,Second,Jan,4
2,5,43,1,Home,Away,First,Second,Jan,5
4,5,88,3,Home,Away,First,Second,Sep,4
9,10,130,14,Neutral,Neutral,Second,First,Nov,10
2,10,36,13,Neutral,Neutral,Second,First,Jul,10
4,14,21,3,Home,Away,Second,First,May,4
1,12,95,0,Home,Away,Second,First,Jan,12
9,1,8,9,Home,Away,First,Second,Feb,9
13,1,36,13,Home,Away,Second,First,Aug,1
5,7,13,4,Home,Away,Second,First,May,5
14,5,4,15,Home,Away,Second,First,Mar,5
9,10,149,9,Home,Away,Second,First,Mar,10
15,10,64,16,Home,Away,First,Second,Feb,10
7,10,62,13,Neutral,Neutral,Second,First,Feb,10
9,10,8,9,Home,Away,First,Second,Feb,10
7,11,102,6,Home,Away,Second,First,Feb,7
1,9,138,0,Home,Away,First,Second,Feb,1
5,9,122,4,Home,Away,Second,First,Oct,9
9,5,103,9,Home,Away,First,Second,Dec,9
4,10,88,3,Home,Away,Second,First,Sep,4
1,9,138,0,Home,Away,First,Second,Jan,1
1,10,36,13,Neutral,Neutral,First,Second,Mar,10
1,9,95,0,Home,Away,First,Second,Feb,9
15,5,64,16,Home,Away,Second,First,Jul,5
2,9,43,1,Home,Away,Second,First,Nov,9
1,10,138,0,Home,Away,First,Second,Jan,1
1,3,16,3,Neutral,Neutral,Second,First,Jun,1
1,14,88,3,Neutral,Neutral,Second,First,Jun,14
13,10,62,13,Home,Away,First,Second,Aug,10
14,4,19,15,Home,Away,Second,First,Apr,14
13,14,2,0,Neutral,Neutral,Second,First,Dec,13
9,13,103,9,Home,Away,Second,First,Jan,9
2,5,43,1,Home,Away,Second,First,Mar,2
14,5,106,15,Home,Away,Second,First,Jun,5
13,10,36,13,Home,Away,First,Second,Jul,10
10,13,130,14,Neutral,Neutral,First,Second,Apr,10
12,4,17,12,Home,Away,First,Second,Jan,4
1,10,45,14,Neutral,Neutral,First,Second,Apr,10
10,12,36,13,Neutral,Neutral,First,Second,Jul,12
4,1,27,3,Home,Away,Second,First,Sep,4
12,4,73,12,Home,Away,Second,First,Jan,12
4,14,3,4,Neutral,Neutral,Second,First,Oct,4
10,13,130,14,Neutral,Neutral,Second,First,Nov,13
7,12,7,8,Neutral,Neutral,First,Second,May,12
13,5,36,13,Home,Away,First,Second,Jul,13
9,10,149,9,Home,Away,Second,First,Jan,9
14,1,19,15,Home,Away,Second,First,Apr,14
7,1,102,6,Home,Away,First,Second,Sep,1
5,13,146,4,Home,Away,Second,First,Nov,5
1,3,13,4,Neutral,Neutral,Second,First,Mar,1
1,5,138,0,Home,Away,First,Second,Feb,1
2,15,77,1,Home,Away,Second,First,Nov,2
4,9,16,3,Home,Away,First,Second,Jun,9
5,10,130,14,Neutral,Neutral,First,Second,Apr,5
4,5,88,3,Home,Away,Second,First,May,4
13,9,36,13,Home,Away,First,Second,Dec,13
9,5,103,9,Home,Away,Second,First,Feb,9
5,14,22,16,Neutral,Neutral,Second,First,Jun,5
1,13,2,0,Home,Away,First,Second,Jan,1
4,1,21,3,Home,Away,First,Second,Jun,1
0,13,47,9,Neutral,Neutral,First,Second,Feb,13
4,13,111,0,Neutral,Neutral,First,Second,Dec,4
5,15,111,0,Neutral,Neutral,Second,First,Feb,5
11,14,89,3,Neutral,Neutral,First,Second,May,14
1,5,95,0,Home,Away,First,Second,Jan,5
12,1,48,12,Home,Away,Second,First,Apr,12
9,10,45,14,Neutral,Neutral,First,Second,Dec,10
5,4,66,4,Home,Away,First,Second,Oct,5
10,13,14,12,Neutral,Neutral,Second,First,Apr,13
4,13,10,0,Neutral,Neutral,First,Second,Mar,4
2,14,43,1,Home,Away,Second,First,Dec,14
5,12,100,4,Home,Away,Second,First,Nov,5
4,9,108,3,Home,Away,Second,First,Jun,4
1,5,31,3,Neutral,Neutral,Second,First,Jun,5
2,15,18,1,Home,Away,First,Second,Dec,2
15,10,22,16,Home,Away,Second,First,Nov,10
5,13,60,4,Home,Away,Second,First,Dec,5
14,4,117,15,Home,Away,Second,First,Mar,4
2,9,34,1,Home,Away,Second,First,Oct,9
9,5,119,9,Home,Away,Second,First,Jan,9
3,11,7,8,Neutral,Neutral,Second,First,Jul,11
1,13,95,0,Home,Away,First,Second,Nov,13
10,12,86,10,Home,Away,Second,First,Oct,12
12,9,29,12,Home,Away,First,Second,Dec,12
4,12,43,1,Neutral,Neutral,First,Second,Oct,12
5,10,43,1,Neutral,Neutral,Second,First,Jan,5
15,10,64,16,Home,Away,First,Second,Mar,10
10,14,130,14,Neutral,Neutral,First,Second,Nov,14
15,2,22,16,Home,Away,Second,First,Aug,2
11,15,50,11,Home,Away,First,Second,Jun,11
5,14,148,4,Home,Away,Second,First,Dec,5
12,9,26,12,Home,Away,First,Second,Oct,12
15,0,64,16,Home,Away,First,Second,Feb,15
10,12,86,10,Home,Away,First,Second,Oct,10
1,2,23,0,Home,Away,Second,First,Aug,1
5,14,64,16,Neutral,Neutral,Second,First,Jul,14
5,14,84,7,Neutral,Neutral,Second,First,Sep,14
14,5,80,15,Home,Away,First,Second,May,14
14,12,124,15,Home,Away,First,Second,May,12
14,12,115,15,Home,Away,Second,First,Apr,14
6,8,46,5,Home,Away,Second,First,Jul,6
2,15,34,1,Home,Away,Second,First,Nov,2
13,10,36,13,Home,Away,Second,First,Mar,10
12,4,48,12,Home,Away,Second,First,Jan,12
5,13,16,3,Neutral,Neutral,Second,First,Jul,5
10,14,138,0,Neutral,Neutral,Second,First,Dec,14
6,11,46,5,Home,Away,Second,First,Sep,6
5,9,13,4,Home,Away,Second,First,May,5
10,13,43,1,Neutral,Neutral,First,Second,Oct,13
1,5,95,0,Home,Away,Second,First,Jan,1
2,9,78,12,Neutral,Neutral,First,Second,Feb,9
15,12,22,16,Home,Away,First,Second,Aug,12
9,14,140,9,Home,Away,Second,First,Jan,9
2,5,36,13,Neutral,Neutral,First,Second,Jul,5
5,6,63,9,Neutral,Neutral,Second,First,Mar,5
4,12,88,3,Home,Away,First,Second,Aug,4
2,13,76,10,Neutral,Neutral,Second,First,Jun,13
15,10,64,16,Home,Away,First,Second,Sep,10
12,5,29,12,Home,Away,Second,First,Oct,5
4,14,138,0,Neutral,Neutral,First,Second,Jan,14
5,9,100,4,Home,Away,First,Second,Oct,9
5,7,61,4,Home,Away,Second,First,May,7
12,14,49,12,Home,Away,Second,First,Jan,12
12,10,26,12,Home,Away,Second,First,Feb,12
5,4,40,4,Home,Away,Second,First,Jan,4
2,6,19,15,Neutral,Neutral,Second,First,Apr,6
9,12,63,9,Home,Away,First,Second,Feb,12
12,1,114,12,Home,Away,Second,First,Mar,1
9,10,1,14,Neutral,Neutral,First,Second,Dec,9
10,13,111,0,Neutral,Neutral,First,Second,Dec,13
10,14,144,2,Neutral,Neutral,First,Second,Sep,10
2,15,43,1,Home,Away,First,Second,Jan,15
1,5,36,13,Neutral,Neutral,First,Second,Aug,1
10,1,86,10,Home,Away,First,Second,Oct,10
14,4,19,15,Home,Away,First,Second,Mar,4
10,13,92,4,Neutral,Neutral,First,Second,Oct,10
4,12,88,3,Home,Away,Second,First,May,4
6,11,45,14,Neutral,Neutral,Second,First,Jan,6
10,12,123,10,Home,Away,First,Second,Oct,12
13,10,36,13,Home,Away,Second,First,Aug,13
9,14,63,9,Home,Away,Second,First,Jan,14
5,1,148,4,Home,Away,Second,First,Apr,1
1,15,138,0,Home,Away,First,Second,Jan,1
2,0,43,1,Home,Away,First,Second,Sep,2
14,4,115,15,Home,Away,First,Second,Mar,4
14,10,58,15,Home,Away,First,Second,Apr,10
4,7,58,15,Neutral,Neutral,Second,First,Mar,4
10,13,29,12,Neutral,Neutral,First,Second,Dec,10
9,13,8,9,Home,Away,First,Second,Feb,13
5,13,83,4,Home,Away,Second,First,Jan,5
9,13,43,1,Neutral,Neutral,First,Second,Oct,13
1,9,101,4,Neutral,Neutral,Second,First,Feb,1
12,15,26,12,Home,Away,Second,First,Jan,12
13,5,36,13,Home,Away,Second,First,Jul,5
11,6,50,11,Home,Away,Second,First,Jul,11
5,13,130,14,Neutral,Neutral,Second,First,Nov,5
1,4,2,0,Home,Away,First,Second,Jan,1
9,13,100,4,Neutral,Neutral,First,Second,Oct,13
2,15,34,1,Home,Away,Second,First,Jan,15
2,14,43,1,Home,Away,Second,First,Oct,14
9,12,8,9,Home,Away,First,Second,Feb,9
15,1,64,16,Home,Away,Second,First,Aug,15
10,12,86,10,Home,Away,Second,First,Nov,12
1,14,2,0,Home,Away,First,Second,Dec,1
1,14,138,0,Home,Away,Second,First,Jan,14
2,10,43,1,Home,Away,First,Second,Apr,2
5,13,130,14,Neutral,Neutral,First,Second,Nov,5
9,12,20,0,Neutral,Neutral,First,Second,Jan,9
1,9,111,0,Home,Away,First,Second,Feb,9
14,5,115,15,Home,Away,First,Second,Mar,14
4,13,88,3,Home,Away,Second,First,Jun,4
5,13,76,10,Neutral,Neutral,Second,First,Jul,5
9,15,83,4,Neutral,Neutral,Second,First,Oct,9
10,13,109,12,Neutral,Neutral,First,Second,Apr,10
10,13,130,14,Neutral,Neutral,First,Second,Apr,13
12,15,14,12,Home,Away,First,Second,Nov,12
4,12,91,3,Home,Away,First,Second,May,12
10,14,20,0,Neutral,Neutral,First,Second,Jan,14
1,14,73,12,Neutral,Neutral,First,Second,Sep,1
9,13,35,9,Home,Away,Second,First,Jan,9
9,1,35,9,Home,Away,First,Second,Mar,9
2,14,43,1,Home,Away,Second,First,Dec,14
7,2,102,6,Home,Away,First,Second,Oct,7
8,13,7,8,Home,Away,Second,First,Jul,13
9,5,8,9,Home,Away,First,Second,Feb,9
10,13,130,14,Neutral,Neutral,Second,First,Apr,13
9,14,138,0,Neutral,Neutral,First,Second,Mar,14
4,1,88,3,Home,Away,Second,First,Jun,1
4,9,138,0,Neutral,Neutral,Second,First,Jan,4
14,2,11,15,Home,Away,First,Second,Jul,2
9,4,149,9,Home,Away,First,Second,Feb,4
5,12,75,4,Home,Away,Second,First,Oct,12
6,10,12,5,Home,Away,First,Second,May,10
2,12,16,3,Neutral,Neutral,First,Second,Sep,12
13,14,76,10,Neutral,Neutral,Second,First,Oct,14
13,10,36,13,Home,Away,Second,First,Apr,13
15,5,22,16,Home,Away,First,Second,Aug,5
13,15,130,14,Neutral,Neutral,Second,First,Apr,15
5,15,52,4,Home,Away,First,Second,Mar,15
9,4,8,9,Home,Away,Second,First,Feb,9
2,4,102,6,Neutral,Neutral,First,Second,Oct,4
12,4,114,12,Home,Away,First,Second,Nov,4
1,13,2,0,Home,Away,First,Second,Jan,13
1,5,130,14,Neutral,Neutral,First,Second,Apr,5
1,12,111,0,Home,Away,First,Second,Nov,1
1,6,19,15,Neutral,Neutral,Second,First,Apr,1
9,13,119,9,Home,Away,Second,First,Dec,9
12,9,29,12,Home,Away,First,Second,Aug,12
13,9,38,13,Home,Away,Second,First,May,13
1,10,91,3,Neutral,Neutral,Second,First,Jun,1
1,5,65,0,Home,Away,Second,First,Dec,1
5,15,89,3,Neutral,Neutral,Second,First,Jun,5
1,14,138,0,Home,Away,First,Second,Jan,1
14,5,135,15,Home,Away,Second,First,Apr,14
15,14,64,16,Home,Away,First,Second,Nov,14
1,10,111,0,Home,Away,Second,First,Jan,1
